id,first_name,last_name,race,county,num_children,income,age_group,ssn
173,Loralyn,Frank,?,county2,5,226749,group1,161-54-4147
174,Wileen,Brooks,race3,county1,5,12595,group1,463-37-3926
175,Donal,Frank,race3,county1,1,42760,group2,580-84-5748
176,Tommy,Cervantes,race1,county3,5,266442,group1,889-24-4360
177,Cariotta,Scott,race1,county1,5,245033,group3,597-44-1545
178,Jedd,Cannon,race2,county3,3,135277,group2,895-02-7134
179,Eward,Elliott,race3,county1,2,64265,group3,643-38-7349
180,Kahaleel,Cannon,race3,county1,2,262781,group2,787-12-3355
181,Babita,Hawkins,race2,county2,1,250894,group2,330-16-8306
182,Ciel,Elliott,race3,county1,5,217261,group2,174-61-5962
183,Filmer,Frank,race2,county2,1,118563,group1,118-79-4889
184,Merridie,Cannon,race3,county1,5,244410,group1,111-36-3211
185,Gib,Le,race3,county1,5,164797,group3,884-71-0005
186,Forbes,Elliott,race1,?,2,43245,group3,859-41-3100
187,Lori,Scott,race2,county2,1,35256,group1,304-71-7254
188,Jacenta,Wilkerson,race3,county1,3,283939,group3,661-98-9297
189,Rockwell,Scott,race2,county3,5,155004,group2,165-36-6289
190,Cody,Casey,race2,county4,0,157134,group3,859-62-0015
191,Joellyn,Hoffman,race1,county2,1,179776,group1,435-15-6699
192,Carrol,Pollard,race3,county1,4,276814,group3,153-98-5009
193,Abbi,Cannon,race1,county3,2,77998,group1,813-65-2927
194,Stanley,Hawkins,race3,county1,0,278954,group1,436-43-3042
195,Kevon,Frank,?,county1,4,269164,group2,116-81-4203
196,Rogers,Pollard,race2,county3,0,194362,group3,519-05-8171
197,Fayina,Quinn,race2,county3,1,88608,group2,172-20-8194
198,Kimberley,Hoffman,race3,county1,2,228873,group3,267-54-5300
199,Mari,Cannon,race2,?,2,294125,group1,701-52-0072
200,Harris,Ward,race3,county1,4,154387,group1,478-46-2995
201,Corrie,Owen,race2,county4,1,180658,group1,152-44-7696
202,Fairleigh,Pollard,race1,county1,1,69791,group2,567-11-4541
203,Toiboid,Casey,race2,county3,5,27423,group1,846-82-6631
204,Erinna,Hawkins,race2,county3,5,216500,group2,288-74-3813
205,Michal,Quinn,race1,county3,1,104198,group2,288-80-9492
206,Geno,Lawson,?,county1,4,234607,group3,800-35-7401
207,Christy,Owen,race2,county4,5,151269,group3,377-95-4973
208,Lou,Elliott,race3,?,1,229696,group3,232-69-0363
209,Lexi,Elliott,race2,county4,3,140531,group3,492-51-3515
210,Nelli,Frank,race2,county4,4,37148,group2,533-38-0422
211,Ginevra,Hale,race2,county4,3,167495,group3,460-31-4556
212,Winn,Hawkins,race1,county1,3,125350,group3,103-90-2868
213,Wallace,Quinn,race1,county2,2,192317,group1,892-30-9471
214,Corabelle,Cervantes,race2,county4,0,26809,group2,663-11-6955
215,Zane,Kirk,race1,county2,5,131022,group3,634-62-0249
216,Romona,Elliott,?,county3,1,75177,group3,?
217,Ceciley,Lawson,race2,county4,3,249057,group3,141-50-6898
218,Morey,Hawkins,race2,county3,3,111112,group3,667-70-8678
219,Deeann,Scott,race1,county4,3,152347,group1,432-15-0311
220,Dar,Elliott,race1,county1,4,265593,group1,260-12-4687
221,Wells,Frank,race2,county3,1,108572,group3,858-30-9285
222,Winifield,Owen,?,?,3,34031,group1,209-78-6511
223,Krishnah,Hoffman,race2,county2,4,268258,group2,741-08-9412
224,Ina,Hale,race2,county4,4,223863,group3,146-17-3977
225,Niccolo,Cervantes,race1,county1,2,37862,group3,774-82-5332
226,Jourdan,Waters,race2,county3,5,44716,group2,440-05-3561
227,Julieta,Ward,race3,county1,1,195228,group2,705-32-3052
228,Isac,Hoffman,race3,county1,3,263951,group3,748-44-2974
229,Kip,Quinn,race3,county1,5,152629,group3,780-41-8774
230,Sheree,Hawkins,race1,county2,0,224567,group3,809-88-9256
231,Ronnie,Le,race1,county3,5,130799,group2,293-74-4155
232,Kyla,Lawson,race2,county4,4,140873,group3,882-26-5669
233,Effie,Ward,race2,county2,1,232944,group3,402-15-3079
234,Barri,Hawkins,race3,county1,3,228078,group1,795-46-9641
235,Sibeal,Waters,race3,county1,5,216193,group3,360-27-0517
236,Rafa,Le,race3,county1,1,135973,group2,635-23-6522
237,Land,Cervantes,race3,county1,1,191778,group3,363-90-2086
238,Corena,Hawkins,race2,county1,1,79711,group2,512-82-3446
239,Faulkner,Cervantes,race3,?,5,291993,group2,130-87-0545
240,Freda,Lawson,race3,county1,3,169760,group2,641-45-9000
241,Dale,Brooks,race2,county2,1,267232,group1,590-15-8561
242,Ania,Ward,race1,county3,0,153457,group2,444-03-4269
243,Lissi,Elliott,race2,county3,0,292252,group3,835-82-6903
244,Joyce,Watson,race1,county3,0,183886,group1,358-57-6222
245,Reeta,Lawson,race2,county3,1,145221,group2,859-89-4049
246,Marty,Ward,race2,county4,2,15779,group2,194-81-1446
247,Jennie,Le,race1,county4,5,153230,group2,406-81-7478
248,Arv,Quinn,race2,county4,4,233020,group1,551-14-9751
249,Haily,Cannon,race1,county1,4,117088,group1,774-12-4116
250,Yankee,Brooks,race1,county2,5,236017,group2,820-61-5760
251,Bobby,Quinn,race3,county1,3,154830,group2,698-81-8980
252,Wat,Lawson,race2,county2,3,85994,group3,537-19-1461
253,Dillon,Hale,race3,county1,4,225479,group3,231-25-6381
254,Addison,Casey,race2,county4,0,297327,group2,814-60-6506
255,Aubrette,Watson,race2,county3,4,133028,group3,575-18-8100
256,Saidee,Watson,race3,county1,2,152033,group2,832-24-1445
257,Garner,Wilkerson,race3,county1,5,153826,group3,504-56-5177
258,Artur,Watson,race2,county4,2,181134,group2,270-61-7835
259,Salim,Hawkins,race3,county1,0,43698,group2,685-29-5509
260,Livy,Hale,?,county3,5,84792,group1,?
261,Evangeline,Cervantes,race3,county1,0,60658,group3,705-99-3976
262,Welsh,Ward,race2,county3,0,217715,group2,572-98-6948
263,Natale,Casey,race1,county3,1,41561,group1,840-43-3321
264,Keelia,Lawson,?,county4,4,22636,group3,?
265,Buckie,Cannon,race1,county4,4,131854,group1,609-75-9262
266,Tiertza,Waters,race3,county1,0,40510,group1,531-48-2590
267,Madelon,Waters,race3,county1,3,164699,group2,734-94-5179
268,Oates,Hale,race2,county3,1,72099,group3,862-61-3630
269,Ailyn,Owen,?,county1,1,180287,group2,564-87-9551
270,Morganica,Owen,race2,county3,0,70163,group2,321-45-9556
271,Pepe,Hale,race2,county2,3,53100,group2,839-23-5111
272,Elliott,Le,race3,county1,1,176880,group1,325-23-0864
273,Hyacintha,Casey,race3,county1,2,269516,group3,597-62-3680
274,Sharia,Ward,race2,county1,1,272640,group2,342-40-5709
275,Myer,Hale,race2,county2,4,222459,group1,836-68-0546
276,Adan,Hoffman,race1,county2,3,85891,group3,187-79-5547
277,Demott,Le,race3,county1,5,166362,group2,711-57-2916
278,Mirilla,Waters,race2,county4,1,60800,group1,199-26-6065
279,Marilee,Pollard,race3,county1,4,64729,group2,484-72-9069
280,Fabe,Ward,race3,county1,0,183860,group1,756-58-8266
281,Merrili,Lawson,race2,county1,3,36467,group3,693-33-5373
282,Oralie,Hoffman,race1,county1,0,172962,group2,449-35-0545
283,Liza,Le,race1,county4,5,260469,group3,878-45-2691
284,Domingo,Pollard,race3,county1,3,156865,group3,358-37-3776
285,Gaynor,Cannon,race1,county1,5,191472,group2,306-81-4856
286,Lynna,Owen,race3,county1,3,182627,group1,783-68-1500
287,Maryann,Pollard,race1,county2,5,289161,group1,711-77-1510
288,Sax,Lawson,race3,county1,0,269644,group1,569-75-7034
289,Shea,Ward,race3,county1,3,184492,group3,835-87-2017
290,Sherry,Brooks,race1,county4,4,100181,group2,452-05-9727
291,Kirby,Hale,race2,county4,0,169403,group1,141-92-8234
292,Melessa,Owen,race2,county4,2,21848,group3,307-51-4844
293,Gavin,Hoffman,race1,county4,5,18134,group2,276-79-8467
294,Marylinda,Lawson,race2,county3,1,214656,group3,783-04-2063
295,Pearle,Pollard,race3,county1,1,201465,group3,108-64-0826
296,Demetra,Quinn,race3,county1,4,68136,group1,511-53-3765
297,Bernard,Quinn,race3,county1,0,225407,group1,219-47-6706
298,Erinn,Scott,race2,county2,0,86431,group3,116-36-5553
299,Bary,Elliott,race1,county4,3,270276,group2,717-43-7969
300,Marris,Casey,race1,county4,2,93980,group1,200-99-2666
301,Virgilio,Owen,race2,county2,3,144227,group3,370-24-3352
302,Gustie,Quinn,race2,county3,2,126852,group2,302-08-7137
303,Grier,Ward,race2,county2,4,274649,group3,340-86-8150
304,Hamilton,Owen,race3,?,1,254516,group2,201-19-0088
305,Roxie,Pollard,?,county4,2,237004,group2,?
306,Colette,Watson,?,county3,3,117050,group3,?
307,Fabio,Lawson,race3,county1,5,53782,group3,259-31-4868
308,Lamont,Brooks,race3,county1,0,154361,group3,343-13-2101
309,Fidel,Wilkerson,race2,county3,3,65410,group3,683-87-6775
310,Lainey,Scott,race1,county1,5,252745,group1,366-53-7902
311,Albert,Owen,race3,county1,5,227051,group3,300-06-1842
312,Bryn,Lawson,race3,county1,5,182162,group2,495-28-0602
313,Harri,Ward,race3,county1,1,169777,group3,387-43-0014
314,Brit,Hale,race2,county2,3,233190,group3,800-51-2866
315,Isidora,Hawkins,race2,county3,1,131367,group2,863-06-0947
316,Sholom,Hawkins,race2,county1,5,160753,group1,273-15-0090
317,Lauren,Hale,race3,county1,1,37599,group2,620-81-1847
318,Betti,Casey,?,county2,4,49085,group3,?
319,Inessa,Elliott,race1,county3,1,285718,group1,205-28-3378
320,Dave,Quinn,?,county2,4,296895,group2,?
321,Beaufort,Elliott,?,county4,5,168185,group2,?
322,Curcio,Cervantes,race1,county4,0,299081,group1,119-20-0672
323,Bianca,Watson,race1,county2,2,221280,group1,724-69-7447
324,Mariele,Brooks,race2,county3,2,71721,group3,422-51-8295
325,Roma,Elliott,race2,county4,0,228196,group1,824-12-6895
326,Blanca,Quinn,?,county4,3,270516,group2,?
327,Orelia,Scott,race1,county3,1,267911,group1,208-41-3505
328,Kerk,Le,race2,county4,3,226168,group3,474-25-9013
329,Sheelagh,Brooks,race1,county1,2,246710,group2,700-06-9100
330,Ursulina,Kirk,race2,county2,2,181952,group2,496-72-9478
331,Katy,Wilkerson,race1,county1,0,69558,group2,581-66-6052
332,Bettye,Watson,?,county1,0,97183,group2,743-50-8973
333,Conrado,Pollard,?,county1,2,153586,group2,642-52-5849
334,Clayborne,Waters,race3,county1,0,109032,group1,563-59-7445
335,Adara,Cannon,race2,county3,3,17273,group1,769-59-5091
336,Charlene,Scott,race1,county1,4,44515,group3,713-85-6933
337,Gustavus,Frank,race2,county2,5,25155,group3,573-46-3739
338,Theodore,Cervantes,race1,county2,3,86976,group2,409-43-9870
339,Revkah,Cervantes,race1,county2,0,22894,group2,438-22-6453
340,Meg,Quinn,race3,county1,2,131060,group3,602-96-2422
341,Malinda,Cervantes,race1,county3,2,174997,group3,716-38-3438
342,Heida,Brooks,race1,county3,3,20243,group3,204-48-0959
343,Liuka,Waters,race3,county1,3,126241,group1,169-81-3482
344,Susan,Le,race1,county2,2,86146,group1,705-64-2779
345,Gardener,Owen,race3,county1,1,74392,group1,655-68-4611
346,Griff,Owen,race2,county4,5,153217,group2,638-63-8221
347,Ebony,Watson,race3,county1,4,266239,group2,503-91-5482
348,Gayle,Cannon,race1,county4,0,30825,group3,637-69-3206
349,Lon,Waters,race1,county1,3,219684,group1,759-50-8379
350,Pren,Cervantes,race1,county4,2,146099,group1,215-70-0554
351,Andy,Hale,race1,county1,1,147344,group2,291-33-8161
352,Glenine,Ward,race1,county2,0,222055,group1,654-74-6772
353,Eugenia,Le,?,county2,5,299204,group2,?
354,Cherry,Frank,race3,county1,5,165997,group2,754-30-4538
355,Byrom,Hawkins,race2,county2,4,20084,group2,556-87-8920
356,Davon,Quinn,race1,county2,4,174346,group3,307-57-4988
357,Glynn,Scott,race2,?,5,90575,group3,551-78-5503
358,Doralia,Pollard,race3,?,1,251965,group3,634-46-6685
359,Sallie,Scott,race3,county1,4,235095,group1,641-74-0190
360,Andris,Waters,race2,county2,2,184416,group3,632-92-0569
361,Christen,Quinn,?,county4,0,169687,group1,?
362,Margie,Waters,race3,?,3,60354,group2,172-52-9844
363,Bronson,Cervantes,?,county3,0,270614,group3,?
364,Malissia,Le,race2,county2,3,64743,group3,726-99-2269
365,Gwyn,Kirk,race1,county2,0,139946,group1,131-06-2659
366,Alessandro,Cervantes,race2,county3,1,97416,group3,456-65-1732
367,Fabio,Quinn,race1,county1,0,17546,group2,257-59-4193
368,Kristopher,Hoffman,?,county3,5,136507,group2,?
369,Stanford,Ward,?,county4,2,39317,group1,?
370,Karlee,Owen,race3,county1,2,11443,group1,729-80-8870
371,Sofia,Waters,race1,county1,1,99239,group3,250-14-5665
372,Nicoline,Waters,race2,county2,3,165827,group3,395-69-6827
373,Muriel,Scott,race1,?,1,194769,group3,215-47-5981
374,Jemmy,Hoffman,race3,county1,1,196806,group1,115-97-6843
375,Ketti,Waters,?,county1,2,59589,group1,?
376,Tootsie,Waters,race1,?,4,270655,group1,163-77-4830
377,Darline,Lawson,race3,county1,5,13564,group3,488-54-8831
378,Morganne,Frank,race2,county4,3,189569,group2,613-21-1845
379,Mirabella,Le,race3,county1,1,91379,group2,560-33-8897
380,Stevana,Lawson,race3,?,3,238505,group1,653-57-6487
381,Barnabe,Hawkins,race1,county3,5,145290,group2,484-88-9574
382,Bonnibelle,Hale,race2,county4,4,116624,group2,498-64-8430
383,Rhody,Brooks,race3,county1,4,80406,group1,347-09-5810
384,Thornie,Hawkins,race1,county2,2,207122,group3,363-51-7041
385,Robinetta,Brooks,race1,county1,1,260352,group2,439-22-4879
386,Lulita,Cervantes,race3,county1,3,101067,group3,884-09-2523
387,Martin,Cannon,race1,county4,5,217925,group1,749-19-7809
388,Jerome,Le,race3,county1,5,295545,group1,365-92-1941
389,Conn,Brooks,race3,county1,4,35449,group1,238-67-4589
390,Greer,Frank,race1,?,1,179939,group3,738-18-4574
391,Marshal,Brooks,race2,county3,1,114522,group3,843-42-6437
392,Cedric,Frank,race1,county2,3,244162,group1,881-10-8640
393,Wye,Cannon,race1,county1,2,13910,group2,307-12-1600
394,Selina,Ward,race3,county1,5,194450,group2,881-33-4777
395,Rudolf,Hawkins,race3,county1,2,186162,group3,786-62-1922
396,Adria,Waters,race3,county1,3,241370,group1,330-17-3281
397,Cosimo,Waters,race2,county4,4,254033,group3,223-04-8394
398,Rayna,Pollard,race1,county1,5,59025,group1,512-43-0458
399,Land,Frank,race2,county4,0,212670,group3,508-80-9905
400,Keith,Brooks,race3,county1,1,298780,group1,637-08-3796
401,Marrissa,Brooks,race3,county1,1,194381,group1,563-51-1059
402,Abbot,Hoffman,race3,county1,5,15803,group2,812-67-6928
403,Rene,Brooks,race1,?,4,120461,group1,115-84-7620
404,Constantin,Le,race1,county1,5,295471,group2,392-08-3975
405,Moria,Brooks,race2,county3,4,206900,group1,792-43-1952
406,Clyde,Waters,race3,county1,4,229561,group2,237-10-3588
407,Lorry,Waters,race1,county1,1,231556,group1,634-17-6109
408,Bentlee,Hale,?,county1,0,81824,group2,?
409,Morgen,Watson,race3,county1,4,73347,group3,518-36-7723
410,Theadora,Cervantes,race3,?,4,184551,group1,758-57-9998
411,Lexy,Brooks,race1,county1,0,188987,group1,408-74-5371
412,Jackquelin,Ward,race1,county2,1,245112,group1,530-79-7039
413,Taber,Hoffman,race2,county1,2,276984,group3,425-67-9278
414,Beaufort,Hawkins,?,county1,4,208423,group3,193-86-9979
415,Ewan,Ward,race1,county1,2,239738,group3,761-54-6000
416,Phillida,Pollard,race1,county1,1,179397,group1,859-51-0311
417,Stacia,Scott,race2,county3,0,118659,group1,794-12-0184
418,Jo,Le,race3,county1,4,285003,group3,885-01-1788
419,Haleigh,Cannon,race3,county1,4,129773,group3,582-49-5895
420,Lexine,Frank,race2,county4,4,246315,group2,115-15-2594
421,Luci,Hale,race1,county3,4,81510,group1,635-49-7647
422,Vaughn,Casey,race1,county2,4,210771,group1,768-35-1364
423,Elysha,Wilkerson,race2,county2,0,148916,group3,711-50-0678
424,Arline,Lawson,race3,?,4,144029,group2,377-57-7284
425,Ynez,Cannon,?,county1,0,96940,group2,?
426,Wenona,Owen,race3,county1,4,174062,group1,317-31-4372
427,Marice,Waters,race3,county1,3,217518,group2,267-54-7980
428,Lucky,Casey,race3,county1,4,122679,group3,806-27-9879
429,Jeramey,Cervantes,race3,county1,3,163682,group2,690-88-8790
430,Yovonnda,Quinn,?,county4,0,75332,group3,?
431,Marylou,Hawkins,?,county1,4,169697,group2,?
432,Hillel,Scott,?,county3,1,174989,group2,?
433,Aleksandr,Cervantes,race2,county2,3,136335,group1,119-43-8428
434,Ayn,Cannon,race2,county4,3,265728,group1,713-92-8157
435,Thurston,Hoffman,race2,county2,0,273409,group2,488-64-6881
